1544	L'HORT	15330.3946533203	Tipo A	1973	1	25	82309
1548	PAU MOLINET	4682.43835449219	Tipo A	1977	2	35	83062
2848	CAN BOSCH AP248- XAR	5664.58776855469	Base	1993	2	19	82016
1560	MASET	20307.2945556641	Tipo A	2002	4	23	89523
1565	LA CREU	36841.5698242188	Tipo A	1999	4	23	89523
1569	PLANA-79	16899.9410400391	Tipo A	1973	1	58	89523
1575	CASES-2	9235.19848632813	Tipo A	1983	2	23	89523
1578	VIADER	5470.33422851563	Tipo A	1959	2	23	89523
1581	PLANA-74-75-77	35565.2413330078	Tipo A	1974	9	58	89523
1894	BARRALO	10501.2214355469	Tipo A	1954	2	23	83309
1902	LA CASETA	18744.3958740234	Tipo A	2001	2	34	83301
1639	LA CAROLA	17075.4505615234	Tipo A	1969	9	30	80361
1640	SOTA AMETLLERS	3494.21862792969	Tipo A	1979	9	30	80361
1732	PONT XIC	2960.01220703125	Tipo A	1991	2	68	80213
1020	DALT LA SERRA (PAR)	2982.7177734375	Tipo A	1974	9	23	87013
2649	SENINES	31336.9090576172	Base	1988	2	65	84383
1671	SOTA CASA	8619.33825683594	Tipo A	1989	1	68	86301
